relid,year,type_of_violence,best
RUS-2002-1-348-469,2002,1,2
RUS-2002-1-348-481,2002,1,0
RUS-2002-1-348-486,2002,1,4
RUS-2002-1-348-494,2002,1,2
RUS-2002-1-348-536,2002,1,0
RUS-2010-2-378-25,2010,2,2
RUS-2014-1-773-67,2014,1,24
RUS-2002-1-348-540,2002,1,0
RUS-2004-3-365-10,2004,3,0
RUS-1994-1-348-16,1994,1,19
RUS-2000-3-1195-4,2000,3,3
RUS-2002-1-348-551,2002,1,2
RUS-2002-1-348-487,2002,1,2
RUS-2002-1-348-488,2002,1,9
RUS-2002-1-348-509,2002,1,1
RUS-2002-1-348-459,2002,1,29
RUS-2002-1-348-528,2002,1,2
RUS-2002-1-348-537,2002,1,0
RUS-2002-1-348-354,2002,1,0
RUS-2002-1-348-359,2002,1,4
RUS-2002-1-348-362,2002,1,1
RUS-2002-1-348-363,2002,1,0
RUS-2002-1-348-368,2002,1,2
RUS-2002-1-348-361,2002,1,5
RUS-2002-1-348-372,2002,1,11
RUS-2015-1-14619-21,2015,1,4
RUS-2015-1-14619-22,2015,1,2
RUS-2002-1-348-380,2002,1,0
RUS-2015-1-14619-23,2015,1,3
RUS-2002-1-348-383,2002,1,0
RUS-2002-1-348-390,2002,1,1
RUS-2002-1-348-384,2002,1,0
RUS-2002-1-348-415,2002,1,8
RUS-2002-1-348-416,2002,1,0
RUS-2015-1-14619-26,2015,1,1
RUS-2002-1-348-418,2002,1,0
RUS-2002-1-348-421,2002,1,3
RUS-2015-1-14619-27,2015,1,14
RUS-2002-1-348-446.1,2002,1,0
RUS-2002-1-348-451,2002,1,11
RUS-2002-1-348-461,2002,1,9
RUS-2002-1-348-455,2002,1,0
RUS-2013-1-773-2,2013,1,1
RUS-2013-1-773-4,2013,1,3
RUS-2013-1-773-6,2013,1,3
RUS-2013-1-773-10,2013,1,2
RUS-2013-1-773-19,2013,1,2
RUS-2013-1-773-20,2013,1,4
RUS-2013-1-773-22,2013,1,1
RUS-2013-1-773-24,2013,1,3
RUS-2013-1-773-23,2013,1,3
RUS-2013-1-773-34,2013,1,5
RUS-2013-1-773-36,2013,1,3
RUS-2013-1-773-37,2013,1,0
RUS-2013-1-773-38,2013,1,2
RUS-2013-1-773-39,2013,1,3
RUS-2013-1-773-59,2013,1,1
RUS-2013-1-773-52,2013,1,2
RUS-2013-1-773-43,2013,1,2
RUS-2013-1-773-50,2013,1,3
RUS-2013-1-773-57,2013,1,3
RUS-2013-1-773-60,2013,1,1
RUS-2013-1-773-61,2013,1,0
RUS-2013-1-773-69,2013,1,1
RUS-2013-1-773-78,2013,1,2
RUS-2013-1-773-80,2013,1,2
RUS-2013-1-773-91,2013,1,0
RUS-2013-1-773-92,2013,1,1
RUS-2013-1-773-87,2013,1,1
RUS-2013-1-773-88,2013,1,5
RUS-2013-1-773-93,2013,1,1
RUS-2013-1-773-100,2013,1,1
RUS-2013-1-773-120,2013,1,0
RUS-2013-1-773-121,2013,1,0
RUS-2013-1-773-123,2013,1,1
RUS-2013-1-773-135,2013,1,0
RUS-2013-1-773-131,2013,1,0
RUS-2013-1-773-137,2013,1,3
RUS-2013-1-773-140,2013,1,4
RUS-2013-1-773-141,2013,1,2
RUS-2013-3-1210-12,2013,3,18
RUS-2013-1-773-164,2013,1,0
RUS-2013-1-773-165,2013,1,0
RUS-2002-1-348-478,2002,1,0
RUS-2002-1-348-462,2002,1,0
RUS-2002-1-348-479,2002,1,0
RUS-2002-1-348-473,2002,1,6
RUS-2002-1-348-503,2002,1,0
RUS-2002-1-348-504,2002,1,10
RUS-2002-1-348-506,2002,1,3
RUS-2002-1-348-505.1,2002,1,0
RUS-2002-1-348-508,2002,1,6
RUS-2015-1-14619-18,2015,1,1
RUS-2015-1-14619-20,2015,1,1
RUS-2010-2-378-1.1,2010,2,0
RUS-2010-2-378-1.2,2010,2,0
RUS-2010-2-378-2,2010,2,0
RUS-2010-2-378-3,2010,2,2
RUS-2010-2-378-4,2010,2,3
RUS-2010-2-378-5,2010,2,5
RUS-2010-2-378-6,2010,2,1
RUS-2010-2-378-7,2010,2,1
RUS-2010-2-378-8,2010,2,0
RUS-2010-2-378-11,2010,2,0
RUS-2010-2-378-12,2010,2,2
RUS-2010-2-378-13,2010,2,0
RUS-2010-2-378-14,2010,2,0
RUS-2010-2-378-15,2010,2,1
RUS-2010-2-378-16,2010,2,1
RUS-2010-2-378-18,2010,2,2
RUS-2010-2-378-19,2010,2,3
RUS-2010-2-378-20,2010,2,2
RUS-2010-2-378-21,2010,2,7
RUS-2010-2-378-22,2010,2,0
RUS-2010-2-378-23,2010,2,0
RUS-2010-2-378-24,2010,2,5
RUS-2010-2-378-26,2010,2,4
RUS-2002-1-348-513,2002,1,1
RUS-2002-1-348-520,2002,1,3
RUS-2002-1-348-522,2002,1,2
RUS-2002-1-348-523,2002,1,155
RUS-2002-1-348-524,2002,1,83
RUS-2002-1-348-527,2002,1,4
RUS-2002-1-348-553,2002,1,0
RUS-2002-1-348-475.2,2002,1,0
RUS-2002-1-348-505.2,2002,1,0
RUS-2002-1-348-505.3,2002,1,0
RUS-2002-1-348-505.4,2002,1,0
RUS-2002-1-348-505.5,2002,1,0
RUS-2002-1-348-505.6,2002,1,0
RUS-2002-1-348-505.7,2002,1,0
RUS-2002-1-348-377.3,2002,1,0
RUS-2007-1-348-103,2007,1,0
RUS-2007-1-348-102,2007,1,1
RUS-2012-1-773-36,2012,1,6
RUS-2014-1-773-2,2014,1,7
RUS-2014-1-773-0,2014,1,2
RUS-2014-1-773-1,2014,1,5
RUS-2007-1-773-6,2007,1,2
RUS-2007-1-773-7,2007,1,0
RUS-2007-1-773-9,2007,1,2
RUS-2007-1-773-10,2007,1,0
RUS-2011-1-773-65,2011,1,2
RUS-2014-1-773-5,2014,1,1
RUS-2007-1-773-13,2007,1,0
RUS-2007-1-773-15,2007,1,0
RUS-2007-1-773-14,2007,1,8
RUS-2007-1-773-22,2007,1,0
RUS-2008-1-773-9,2008,1,1
RUS-2008-1-773-95,2008,1,2
RUS-2012-1-773-43,2012,1,1
RUS-2008-1-773-104,2008,1,4
RUS-2008-1-773-105,2008,1,1
RUS-2014-1-773-8,2014,1,4
RUS-2013-1-773-182,2013,1,2
RUS-2014-1-773-13,2014,1,1
RUS-2014-1-773-14,2014,1,1
RUS-2014-1-773-15,2014,1,4
RUS-2014-1-773-16,2014,1,0
RUS-2014-1-773-17,2014,1,1
RUS-2014-1-773-20,2014,1,1
RUS-2014-1-773-21,2014,1,1
RUS-2008-1-773-99,2008,1,3
RUS-2008-1-773-98,2008,1,1
RUS-2014-1-773-29,2014,1,2
RUS-2014-1-773-30,2014,1,1
RUS-2014-1-773-31,2014,1,1
RUS-2008-1-773-11,2008,1,1
RUS-2008-1-773-93,2008,1,0
RUS-2008-1-773-109,2008,1,6
RUS-2008-1-773-110,2008,1,2
RUS-2014-1-773-33,2014,1,0
RUS-2008-1-773-16,2008,1,1
RUS-2008-1-773-15,2008,1,1
RUS-2014-1-773-38,2014,1,1
RUS-2008-1-773-17,2008,1,1
RUS-2008-1-773-112,2008,1,1
RUS-2008-1-773-37,2008,1,4
RUS-2008-1-773-118,2008,1,1
RUS-2008-1-773-28,2008,1,1
RUS-2008-1-773-139,2008,1,1
RUS-2014-1-773-41,2014,1,2
RUS-2008-1-773-120,2008,1,3
RUS-2008-1-773-29,2008,1,2
RUS-2014-1-773-47,2014,1,1
RUS-2014-1-773-48,2014,1,3
RUS-2014-1-773-60,2014,1,1
RUS-2008-1-773-46,2008,1,3
RUS-2008-1-773-87,2008,1,0
RUS-2008-1-773-137,2008,1,1
RUS-2008-1-773-91,2008,1,0
RUS-2014-1-773-64,2014,1,4
RUS-2008-1-773-138,2008,1,2
RUS-2008-1-773-8,2008,1,0
